Number of segments;Max;Median;Min
443;112,64219999999999;82,17935;70,08149999999999
444;113,6429;82,56325;70,08149999999999
445;113,6429;83,06375;70,08149999999999
446;114,6426;83,06375;70,08149999999999
447;114,6426;83,17954999999999;70,08149999999999
448;114,6426;83,63475;71,0158
449;115,6614;84,0641;71,0158
450;115,6614;84,0641;71,0817
451;116,65509999999999;84,0641;71,0817
452;116,65509999999999;84,6348;72,0161
453;116,65509999999999;84,6348;72,0161
454;117,6557;85,0641;72,0161
455;117,6557;85,6348;72,08189999999999
456;117,6557;85,98814999999999;72,08189999999999
457;118,6552;86,1395;73,0159
458;118,6552;86,1395;73,0159
459;118,6552;87,0187;73,0159
460;118,6552;87,14139999999999;73,0957
461;119,65549999999999;87,6408;73,0957
462;119,65549999999999;88,01925;73,0957
463;120,6557;88,07045;74,0791
464;120,6557;88,07045;74,0791
465;120,6557;89,01915;74,0791
466;120,6557;89,07105;74,0791
467;120,6557;89,07105;74,0791
468;121,65589999999999;89,1416;75,0162
469;121,65589999999999;90,01975;75,0797
470;121,65589999999999;90,07085;75,0797
471;121,65589999999999;90,071;76,0165
472;122,6561;90,5706;76,0165
473;122,6561;91,0664;76,0165
474;122,6561;91,07065;76,07939999999999
475;123,65679999999999;91,5709;77,0167
476;123,65679999999999;92,06705;77,0167
477;124,6566;92,06705;77,0167
478;124,6566;92,11795;77,0167
479;125,6828;93,06694999999999;77,0801
480;125,6828;93,06694999999999;78,01689999999999
481;125,6828;93,11805;78,01689999999999
482;125,6828;93,77225;78,01689999999999
483;126,6691;93,77225;78,07979999999999
484;126,6691;94,06729999999999;78,07979999999999
485;126,6691;94,27255;79,01769999999999
486;127,6691;95,06734999999999;79,01769999999999
487;127,6691;95,0719;79,0801
488;127,6691;95,0719;79,0801
489;127,6691;95,77255;79,0801
490;128,6691;96,07714999999999;79,0801
491;128,6691;96,07714999999999;80,0803
492;128,6691;97,02125;80,0803
493;128,6691;97,02125;80,0803
494;129,6693;97,1246;81,01809999999999
495;129,6693;98,0213;81,01809999999999
496;129,6693;98,02159999999999;81,01809999999999
497;130,6694;98,02159999999999;81,0809
498;130,6694;98,02159999999999;81,0809
499;130,6694;98,5217;81,0809
500;130,6694;99,02159999999999;82,0184
501;130,6694;99,02159999999999;82,0184
502;131,6697;99,02159999999999;82,0184
503;131,6697;100,0219;82,0807
504;131,6697;100,02215;82,0807
505;132,67;100,0223;83,018
506;132,67;100,0223;83,081
507;132,67;101,0218;83,081
508;133,67069999999998;101,02205;83,081
509;133,67069999999998;101,0225;83,081
510;133,67069999999998;101,5787;84,0183
511;134,6703;102,02255;84,0814
512;135,6893;102,02255;84,0814
513;136,6831;102,0231;84,0814
514;136,6831;103,02225;85,08189999999999
515;136,6831;103,02284999999999;85,08189999999999
516;136,6831;103,02284999999999;85,08189999999999
517;137,683;104,00295;85,08189999999999
518;137,683;104,00295;86,0822
519;137,683;104,0227;86,0822
520;137,683;104,02319999999999;86,0822
521;137,683;104,50359999999999;86,0822
522;138,683;105,00359999999999;86,0822
523;138,683;105,02345;87,0818
524;138,683;105,02345;87,0818
525;139,6832;105,50385;87,0818
526;139,6832;105,50385;87,0818
527;139,6832;106,1553;87,0818
528;140,6834;106,15535;88,08279999999999
529;140,6834;106,52385;88,08279999999999
530;140,6834;106,77534999999999;88,08279999999999
531;141,6837;107,02919999999999;88,08279999999999
532;141,6837;107,40395;89,08239999999999
533;141,6837;107,77104999999999;89,08239999999999
534;141,6837;108,02924999999999;89,08239999999999
535;142,6839;108,77584999999999;89,08239999999999
536;142,6839;109,02969999999999;90,0825
537;142,6839;109,1575;90,0825
538;142,6839;109,40885;90,0825
539;142,6839;109,76219999999999;90,0825
540;143,68449999999999;110,02964999999999;90,0825
541;143,68449999999999;110,5106;91,08279999999999
542;143,68449999999999;110,76214999999999;91,08279999999999
543;143,68449999999999;110,76214999999999;91,08279999999999
544;144,6843;111,28144999999999;92,083
545;144,6843;111,76245;92,083
546;144,6843;111,76245;92,083
547;145,70319999999998;112,0303;93,02029999999999
548;145,70319999999998;112,3343;93,08319999999999
549;145,70319999999998;113,01115;93,08319999999999
550;145,70319999999998;113,03035;94,0206
551;146,69729999999998;113,08784999999999;94,0206
552;146,69729999999998;113,47149999999999;94,08359999999999
553;147,697;114,01135;94,08359999999999
554;147,697;114,01145;95,0208
555;148,6969;114,216;95,0208
556;148,6969;114,46804999999999;95,0208
557;148,6969;115,01164999999999;95,0837
558;149,6971;115,01164999999999;95,0837
559;149,6971;115,2739;96,021
560;150,69729999999998;115,7773;96,0839
561;151,6975;116,0259;96,0839
562;151,6975;116,2742;96,0839
563;152,6978;116,2742;97,0213
564;152,6978;116,7778;97,0847
565;152,6978;117,08399999999999;97,0847
566;152,6978;117,2744;97,0847
567;153,6986;117,46419999999999;97,0847
568;153,6986;117,77359999999999;98,0843
569;154,69819999999999;118,0264;98,0843
570;154,69819999999999;118,46374999999999;98,0843
571;154,69819999999999;118,46374999999999;98,0843
572;154,69819999999999;119,0269;99,0222
573;154,69819999999999;119,0842;99,08449999999999
574;155,7171;119,0842;99,08449999999999
575;155,7171;119,2173;99,08449999999999
576;155,7171;119,84655;100,0219
577;155,7171;119,96884999999999;100,0219
578;156,71099999999998;120,21745;100,08529999999999
579;156,71099999999998;120,527;100,08529999999999
580;157,71089999999998;120,96915;101,0855
581;157,71089999999998;121,21724999999999;101,0855
582;157,71089999999998;122,0274;101,0855
583;158,71089999999998;122,0274;101,0855
584;158,71089999999998;122,02759999999999;102,08529999999999
585;159,71099999999998;122,77485;102,08529999999999
586;159,71099999999998;123,02714999999999;102,08529999999999
587;159,71099999999998;123,02759999999999;103,08539999999999
588;160,7112;123,77444999999999;103,08539999999999
589;160,7112;124,02775;103,08539999999999
590;161,7115;124,092;103,08539999999999
591;162,71169999999998;124,49295;103,08539999999999
592;162,71169999999998;125,02754999999999;104,08579999999999
593;162,71169999999998;125,31224999999999;104,08579999999999
594;162,71169999999998;125,31224999999999;104,08579999999999
595;163,7124;126,0282;104,08579999999999
596;163,7124;126,09254999999999;104,08579999999999
597;164,7121;126,1673;104,08579999999999
598;164,7121;127,0281;105,0861
599;164,7121;127,16449999999999;105,0861
600;164,7121;127,49329999999999;105,0861
601;165,7309;127,77125;105,0861
602;165,7309;128,09295;106,0861
603;166,7249;128,2371;106,0861
604;166,7249;128,49355;106,0861
605;166,7249;129,0291;106,0861
606;167,72459999999998;129,2374;107,0863
607;167,72459999999998;129,41989999999998;107,0863
608;167,72459999999998;130,0263;107,0863
609;167,72459999999998;130,02915;107,0863
610;167,72459999999998;130,24615;108,08659999999999
611;168,72469999999998;130,4202;108,08659999999999
612;168,72469999999998;131,02935;108,08659999999999
613;168,72469999999998;131,24325;109,0873
614;168,72469999999998;131,2453;109,0873
615;168,72469999999998;131,77335;109,0873
616;169,725;132,02689999999998;110,0872
617;169,725;132,17405;110,0872
618;170,7252;133,02695;110,0872
619;170,7252;133,02695;111,0248
620;170,7252;133,2438;111,0872
621;171,72539999999998;133,5968;111,0872
622;171,72539999999998;134,02715;112,0251
623;172,7256;134,0998;112,0251
624;172,7256;134,17155;112,0251
625;172,7256;134,17155;112,0885
626;173,72639999999998;134,59895;112,6066
627;173,72639999999998;135,10084999999998;112,6066
628;173,72639999999998;135,1726;112,6066
629;174,7256;135,5993;112,6066
630;174,7256;136,1004;112,6066
631;174,7256;136,18064999999999;113,5916
632;175,7449;136,60795;113,5916
633;175,7449;137,1007;113,5916
634;176,7387;137,17765;113,5916
635;176,7387;137,17765;113,5916
636;177,73839999999998;137,17765;114,5914
637;177,73839999999998;138,1008;114,5914
638;178,7385;138,1781;114,5914
639;178,7385;138,1781;114,5914
640;179,7388;139,0289;115,5916
641;179,7388;139,1012;115,5916
642;179,7388;139,60854999999998;115,5916
643;180,739;140,03135;115,5916
644;180,739;140,03135;116,5924
645;180,739;140,10514999999998;116,5924
646;180,739;140,6097;116,5924
647;181,73919999999998;141,03154999999998;116,5924
648;182,7395;141,1051;117,0257
649;182,7395;141,1051;117,592
650;182,7395;142,0335;117,592
651;183,74009999999998;142,0335;117,592
652;183,74009999999998;142,60739999999998;117,592
653;184,7399;142,61114999999998;118,026
654;184,7399;143,1102;118,59219999999999
655;185,74099999999999;143,61024999999998;118,59219999999999
656;185,7587;143,61024999999998;118,59219999999999
657;186,7526;144,1095;119,02619999999999
658;187,7522;144,6077;119,5925
659;187,7522;145,60465;119,5925
660;187,7522;145,60465;119,5925
661;187,7522;145,60465;119,5925
662;187,7522;146,60505;120,59339999999999
663;188,7524;146,60505;120,59339999999999
664;188,7524;147,11575;120,59339999999999
665;188,7524;148,04025;120,59339999999999
666;189,7527;148,04025;120,59339999999999
667;189,7527;148,53895;121,5929
668;189,7527;149,03735;121,5929
669;190,75289999999998;149,03735;121,5929
670;190,75289999999998;149,61079999999998;122,59309999999999
671;190,75289999999998;149,61114999999998;122,59309999999999
672;191,7531;150,1112;122,59309999999999
673;191,7531;150,61105;123,027
674;192,7533;151,0331;123,59389999999999
675;193,7541;151,0336;123,59389999999999
676;193,7541;151,55724999999998;124,0273
677;194,75379999999998;152,03365;124,0273
678;194,75379999999998;152,03365;124,5936
679;194,75379999999998;152,0341;125,0274
680;195,77249999999998;153,03369999999998;125,0274
681;195,77249999999998;153,0341;125,0274
682;195,77249999999998;153,0341;125,59379999999999
683;195,77249999999998;154,03425;126,0277
684;196,76649999999998;154,5344;126,0277
685;196,76649999999998;154,5344;126,594
686;196,76649999999998;155,0344;126,594
687;196,76649999999998;155,0347;127,02789999999999
688;196,76649999999998;155,53475;127,02789999999999
689;196,76649999999998;156,0347;127,59429999999999
690;197,7662;156,0348;127,59429999999999
691;197,7662;156,56935;127,59429999999999
692;198,7663;157,03475;128,59449999999998
693;198,7663;157,03525;128,59449999999998
694;198,7663;157,22594999999998;128,59449999999998
695;199,76659999999998;157,23005;129,0289
696;199,76659999999998;158,03535;129,0289
697;200,7667;158,202;130,02859999999998
698;200,7667;158,69615;130,02859999999998
699;201,767;159,0359;130,02859999999998
700;201,767;159,2305;130,5949
701;201,767;159,69665;130,5949
702;202,76729999999998;160,03565;130,5949
703;203,7679;160,06975;131,5958
704;203,7679;160,1448;131,5958
705;203,7679;160,6966;131,5958
706;204,7677;160,6966;131,5958
707;204,7677;161,1542;131,5958
708;204,7677;161,24015;131,5958
709;205,7925;161,24015;132,5958
710;206,78029999999998;162,11124999999998;132,5958
711;206,78029999999998;162,11124999999998;132,5958
712;207,78019999999998;162,57604999999998;132,5958
