Number of segments;Max;Median;Min
716;199,7082;151,0549;120,008
717;199,7082;151,1787;120,008
718;199,7082;151,9492;120,008
719;199,7082;152,01409999999998;121,0081
720;200,7086;152,0541;121,0081
721;200,7086;152,1795;121,0081
722;200,7086;152,9346;121,0081
723;201,6041;153,05015;121,0081
724;201,7087;153,5853;122,00829999999999
725;201,7087;153,909;122,00829999999999
726;202,7089;154,0506;123,00919999999999
727;202,7089;154,74564999999998;123,00919999999999
728;203,6049;154,90925;123,00919999999999
729;203,70909999999998;154,90925;123,00919999999999
730;204,60479999999998;155,74585;124,00919999999999
731;205,6049;155,90945;124,00919999999999
732;205,6049;156,03485;125,00959999999999
733;205,6049;156,24515;125,00959999999999
734;205,7095;156,78285;125,00959999999999
735;206,605;157,0348;126,00919999999999
736;206,605;157,0348;126,00919999999999
737;207,6058;158,01139999999998;126,00919999999999
738;207,6058;158,01139999999998;126,00919999999999
739;207,6058;158,01139999999998;126,00919999999999
740;208,60559999999998;158,64149999999998;127,0097
741;209,6059;158,64149999999998;127,0097
742;209,6059;159,01155;127,0097
743;209,6059;159,20075;127,0097
744;210,60549999999998;159,64175;127,0097
745;210,60549999999998;159,9711;127,0097
746;211,60569999999998;160,03584999999998;127,0097
747;211,60569999999998;160,56795;127,0097
748;212,6066;160,99509999999998;127,0097
749;212,6066;161,03584999999998;128,0093
750;213,6071;161,07115;128,0093
751;213,6071;161,62515;128,0093
752;213,6071;162,07174999999998;128,0093
753;214,607;162,20159999999998;128,0093
754;214,607;162,20159999999998;128,0093
755;215,60719999999998;163,0126;129,0093
756;215,60719999999998;163,20165;129,0093
757;215,60719999999998;163,20165;129,0093
758;216,60729999999998;163,20165;129,0093
759;216,60729999999998;164,04065;130,0099
760;216,60729999999998;164,076;130,0099
761;216,60729999999998;164,50655;130,0099
762;217,608;164,83575;130,0099
763;217,608;164,9989;130,0099
764;217,608;165,50629999999998;130,0099
765;217,8807;165,7787;131,01
766;218,6078;166,04115;131,01
767;218,6078;166,17125;131,01
768;218,71249999999998;166,84009999999998;132,0103
769;218,881;167,0134;132,0103
770;219,6076;167,17155;132,0103
771;219,71269999999998;167,97844999999998;132,0103
772;219,71269999999998;167,97844999999998;132,0103
773;220,7129;168,0136;133,011
774;220,7129;168,17165;133,011
775;220,7129;168,84195;133,011
776;220,7129;168,9787;133,011
777;221,0592;169,77945;134,0109
778;221,7131;169,84199999999998;134,0109
779;222,05949999999999;169,84199999999998;134,0109
780;222,71349999999998;170,0493;135,01059999999998
781;222,71349999999998;170,45749999999998;135,01059999999998
782;223,6094;170,77965;135,01059999999998
783;223,6094;170,87754999999999;135,01059999999998
784;225,6095;171,04975;136,0111
785;225,6095;171,50764999999998;136,0111
786;225,6095;171,78;136,0111
787;225,6095;172,2036;136,0111
788;226,6097;172,2036;137,0119
789;227,6094;172,2036;137,0119
790;227,6094;173,03584999999998;137,0119
791;227,6094;173,07415;137,0119
792;228,6105;173,20415;138,0113
793;228,6105;173,9799;138,0113
794;228,6105;174,20409999999998;138,0113
795;229,6103;174,7827;138,0113
796;229,6103;175,004;138,0113
797;230,6109;175,07485;138,0113
798;230,6109;175,72045;139,01229999999998
799;231,61069999999998;175,9804;139,01229999999998
800;231,61069999999998;176,2047;139,01229999999998
801;232,611;176,57184999999998;139,01229999999998
802;233,61169999999998;177,00455;140,0121
803;233,61169999999998;177,25725;140,0121
804;233,61169999999998;177,94205;140,0121
805;234,61149999999998;177,9862;141,0127
806;234,61149999999998;178,07514999999998;141,0127
807;235,61159999999998;178,98649999999998;142,0127
808;235,61159999999998;179,07535;142,0127
809;235,61159999999998;179,94275;143,0127
810;236,612;179,987;144,01309999999998
811;237,61169999999998;180,2054;145,01309999999998
812;237,61169999999998;180,60235;145,01309999999998
813;237,61169999999998;180,94289999999998;145,01309999999998
814;238,6127;181,0521;146,0136
815;238,6127;181,60254999999998;146,0136
816;238,6127;181,60254999999998;146,0136
817;239,6032;181,98725;146,0136
818;240,60379999999998;182,07639999999998;147,0142
819;241,61249999999998;182,61169999999998;147,0142
820;241,61249999999998;182,98739999999998;147,0142
821;241,61249999999998;183,0451;147,0142
822;242,6128;183,57305;148,01399999999998
823;242,6128;183,88074999999998;148,01399999999998
824;243,61329999999998;184,08044999999998;148,01399999999998
825;243,61329999999998;184,57335;148,01399999999998
826;244,60469999999998;184,9553;149,0136
827;245,6042;185,02175;149,0136
828;245,6042;185,91995;149,0136
829;246,6045;185,9553;149,0136
830;246,6045;185,9553;150,01479999999998
831;247,60459999999998;186,9203;150,01479999999998
832;247,60459999999998;187,0221;150,01479999999998
833;248,60549999999998;187,0221;150,01479999999998
834;248,60549999999998;187,8251;151,0142
835;248,60549999999998;188,08135;151,0142
836;249,6148;188,08135;151,0142
837;250,61489999999998;188,7586;152,0151
838;251,6154;189,0536;152,0151
839;251,6154;189,35639999999998;152,0151
840;251,6154;189,5151;153,0147
841;251,6154;190,05384999999998;153,0147
842;252,61499999999998;190,35665;153,0147
843;252,61499999999998;190,51534999999998;153,0147
844;252,61499999999998;190,51534999999998;154,0152
845;252,61499999999998;191,35705;154,0152
846;253,6067;191,51555;154,0152
847;254,6061;191,95655;154,0152
848;254,6061;192,3571;154,0152
849;255,6161;192,96625;155,0152
850;255,6161;192,96625;155,0152
851;256,61629999999997;192,96625;155,0152
852;257,6166;193,7652;156,01569999999998
853;257,6166;193,7652;157,0164
854;257,6166;193,96265;157,0164
855;257,6166;194,2653;157,0164
856;258,6167;194,76559999999998;158,0164
857;258,6167;194,76559999999998;158,0164
858;258,6167;194,76559999999998;158,0164
859;259,6171;195,2659;159,0161
860;259,6171;195,76585;159,0161
861;259,6171;196,26585;159,0161
862;260,6168;196,26585;159,0161
863;260,6168;196,26585;159,0161
864;261,6175;196,76595;159,0161
865;262,6366;197,2661;160,01659999999998
866;262,6366;197,2661;160,01659999999998
867;262,6366;197,7662;160,01659999999998
868;263,6302;197,7662;160,01659999999998
869;263,6302;197,99145;161,0168
870;264,62989999999996;198,7664;161,0168
871;264,62989999999996;198,99159999999998;161,0168
872;265,63009999999997;198,99159999999998;161,0168
873;265,63009999999997;199,49175;162,017
874;265,63009999999997;199,99195;162,017
875;266,6302;199,99195;162,017
876;267,6306;199,99195;163,01739999999998
877;267,6306;200,49204999999998;163,01739999999998
878;268,63079999999997;200,99204999999998;163,01739999999998
879;268,63079999999997;200,99204999999998;163,01739999999998
880;268,63079999999997;201,9922;164,0173
881;269,6305;201,9922;164,0173
882;269,6305;202,49235;164,0173
883;270,6316;203,0024;164,0173
884;270,6316;203,0024;165,0181
885;270,6316;203,4981;165,0181
886;271,6313;203,9982;165,0181
887;271,6313;203,9982;165,0181
888;271,6313;204,0545;166,0176
889;272,6321;204,4992;166,0176
890;272,6321;204,99439999999998;166,0176
891;272,6321;205,9949;167,0181
892;273,6323;205,9949;167,0181
893;273,6323;206,49929999999998;167,0181
894;274,6322;206,55075;167,0181
895;274,6322;206,55075;167,0181
896;274,6322;207,05085;167,0181
897;274,6322;207,05085;168,0187
898;275,6323;208,05089999999998;168,0187
899;275,6323;208,05089999999998;168,0187
900;275,6323;208,77454999999998;168,0187
901;275,6323;208,82575;168,0187
902;276,6325;209,05124999999998;169,0185
903;277,6323;209,6215;169,0185
904;277,6323;210,04675;169,0185
905;277,6323;210,54684999999998;170,019
906;277,6323;210,54684999999998;170,019
907;278,633;211,047;170,019
908;278,633;211,54725;171,0188
909;278,633;211,54725;171,0188
910;279,6331;212,04735;171,0188
911;279,6331;213,0476;171,0188
912;280,6339;213,0476;172,0202
913;280,6339;214,04774999999998;172,0202
914;280,6339;214,04774999999998;172,0202
915;281,6337;215,00205;172,0202
916;282,63439999999997;215,04805;173,0198
917;282,63439999999997;216,00244999999998;173,0198
918;282,63439999999997;216,00244999999998;174,0194
919;283,6346;216,0484;174,0194
920;283,6346;217,0026;174,0194
921;283,6346;217,0026;175,0196
922;284,63439999999997;217,0026;175,0196
923;284,63439999999997;217,50285;176,0202
924;285,6346;218,0486;176,0202
925;285,6346;218,0486;176,0202
926;286,63489999999996;219,003;176,0202
927;287,6345;219,003;177,021
928;287,6345;219,04905;177,021
929;287,6345;219,6333;177,021
930;287,6345;220,00334999999998;178,0202
931;287,6345;220,18314999999998;178,0202
932;288,6352;220,18314999999998;178,0202
933;288,6352;221,00345;178,0202
934;288,6352;221,6336;179,0212
935;289,6354;221,6336;179,0212
936;289,6354;222,1795;179,0212
937;289,6354;222,64245;179,0212
938;289,6354;223,0127;180,0212
939;289,6354;223,0127;180,0212
940;290,6361;224,00959999999998;180,0212
941;290,6361;224,00959999999998;181,0215
942;290,6361;224,0502;181,0215
943;291,6359;225,01004999999998;181,0215
944;291,6359;225,0102;181,0215
945;291,6359;225,51035;182,02159999999998
946;292,6365;226,05485;182,02159999999998
947;293,6363;226,1294;182,02159999999998
948;294,6361;226,5145;182,02159999999998
949;294,6361;227,01035;182,02159999999998
950;295,63669999999996;227,0547;183,0215
951;295,63669999999996;227,5145;183,0215
952;295,63669999999996;227,5145;183,0215
953;296,637;228,05505;184,0219
954;296,637;228,05505;184,0219
955;296,637;228,51489999999998;184,0219
956;297,6372;229,05515;185,022
957;298,6374;229,12994999999998;185,022
958;299,63759999999996;229,26239999999999;186,0222
959;299,63759999999996;229,64745;186,0222
960;300,6384;230,12615;187,0229
961;300,6384;230,58589999999998;187,0229
962;300,6384;230,68789999999998;187,0229
963;300,6384;231,12625;187,0229
964;301,6377;231,5861;187,0421
965;301,6377;231,6882;188,0229
966;301,6377;232,12664999999998;188,04219999999998
967;302,63829999999996;232,59494999999998;188,04219999999998
968;302,63829999999996;232,59494999999998;188,04219999999998
969;303,639;232,62664999999998;188,04219999999998
970;303,639;232,68834999999999;189,04229999999998
971;304,6388;233,62715;189,04229999999998
972;304,6388;233,62715;189,04229999999998
973;305,639;234,55704999999998;189,04229999999998
974;305,639;235,05714999999998;189,04229999999998
975;306,63919999999996;236,0571;190,0426
976;306,63919999999996;236,51784999999998;190,0426
977;306,63919999999996;236,55724999999998;190,0426
978;306,63919999999996;237,057;190,0426
979;307,63939999999997;237,55714999999998;190,0426
980;308,6398;237,55714999999998;191,0427
981;308,6398;238,01819999999998;191,0427
982;310,6397;238,0573;191,0427
983;310,6397;238,55745;191,0427
984;310,6397;238,5579;192,04319999999998
985;311,6404;239,05745;192,04319999999998
986;311,6404;239,55755;192,04319999999998
987;312,64099999999996;239,55794999999998;192,04319999999998
988;312,64099999999996;240,5189;193,04309999999998
989;312,64099999999996;240,55825;193,04309999999998
990;312,64099999999996;241,51899999999998;194,0437
991;313,6414;241,51899999999998;194,0437
992;313,6414;242,0193;194,0437
993;314,6411;242,0193;195,0437
994;314,6411;243,0281;195,0437
995;315,64119999999997;243,46155;195,0437
996;316,6415;243,52495;196,04389999999998
997;316,6415;243,52495;196,04389999999998
998;316,6415;244,462;196,04389999999998
999;317,6416;244,462;196,04389999999998
1000;317,6416;244,462;196,04389999999998
1001;317,6416;245,059;196,04389999999998
1002;318,642;245,46235;197,0442
1003;318,642;245,9623;198,0253
1004;318,642;245,9623;198,0443
1005;318,642;246,46665;198,0443
1006;319,64169999999996;246,96665;199,02499999999998
1007;319,64169999999996;246,96665;199,0446
1008;319,64169999999996;247,46679999999998;199,0446
1009;319,64169999999996;247,46679999999998;199,0446
1010;320,643;247,46679999999998;199,0446
1011;321,64259999999996;247,96705;200,04469999999998
1012;321,64259999999996;248,4671;200,04469999999998
1013;322,6433;248,4671;201,0256
1014;322,6433;249,4672;201,04489999999998
1015;322,6433;249,4672;201,04489999999998
1016;323,6434;249,5305;201,04489999999998
1017;324,6432;249,9673;202,04569999999998
1018;324,6432;250,0306;202,04569999999998
1019;324,6432;250,21525;202,04569999999998
1020;324,6432;250,9675;202,04569999999998
1021;325,64349999999996;250,9675;202,04569999999998
1022;325,64349999999996;251,09994999999998;203,0364
1023;325,64349999999996;252,04119999999998;203,0364
1024;326,6438;252,19275;203,0364
1025;326,6438;252,255;203,0364
1026;326,6438;252,62265;203,0364
1027;326,6438;253,16915;204,04579999999999
1028;327,6433;253,16915;204,04579999999999
1029;327,6433;253,62269999999998;204,04579999999999
1030;328,6441;254,1694;204,04579999999999
1031;328,6441;254,1694;204,04579999999999
1032;328,6441;254,66955;205,0459
1033;328,6441;254,75539999999998;205,0459
1034;329,6443;255,5373;205,0459
1035;330,6452;255,66979999999998;205,0459
1036;330,6452;256,1234;205,0459
1037;332,64549999999997;256,1979;205,0459
1038;333,6457;257,03765;206,0461
1039;334,6456;257,03765;206,0461
1040;334,6456;257,03765;206,0461
1041;335,6457;257,67019999999997;206,0461
1042;335,6457;257,67019999999997;207,04659999999998
1043;335,6457;258,03805;207,04659999999998
1044;335,6457;258,03805;207,04659999999998
1045;336,64599999999996;258,26875;207,04659999999998
1046;336,64599999999996;258,69829999999996;208,04649999999998
1047;336,64599999999996;259,6368;209,0468
1048;336,64599999999996;260,13325;209,0468
1049;337,6457;260,63705;210,047
1050;337,6457;261,13705;210,047
1051;337,6457;261,13705;210,047
1052;337,6457;262,13725;210,047
1053;338,6465;262,13725;211,04729999999998
1054;338,6465;263,195;211,04729999999998
1055;338,6465;263,90235;211,04729999999998
1056;339,6465;263,90235;211,04729999999998
1057;339,6465;264,3983;212,0477
1058;339,6465;264,8984;212,0477
1059;340,6473;264,8984;213,0477
1060;340,6473;265,89439999999996;214,04809999999998
1061;340,6473;265,89865;214,04809999999998
1062;340,6473;266,17105;214,04809999999998
1063;341,64709999999997;266,399;215,04809999999998
1064;341,64709999999997;266,899;215,04809999999998
1065;342,6477;266,899;216,0288
1066;343,6473;267,39889999999997;216,0288
1067;343,6473;267,39889999999997;217,0297
1068;343,6473;267,39889999999997;217,0297
1069;344,6479;268,3992;217,0408
1070;344,6479;268,3992;218,03009999999998
1071;345,64799999999997;268,3992;218,0486
1072;345,64799999999997;268,9823;218,0486
1073;345,64799999999997;269,9825;219,02949999999998
1074;346,6482;269,9825;219,04899999999998
1075;346,6482;270,06485;219,04899999999998
1076;346,6482;271,06505;220,03009999999998
1077;347,6483;271,5648;220,04919999999998
1078;347,6483;271,5648;220,04919999999998
1079;347,6483;271,5652;221,0495
1080;347,6483;272,0653;222,03029999999998
1081;348,64849999999996;272,0653;222,04989999999998
1082;348,64849999999996;272,39995;222,04989999999998
1083;348,64849999999996;273,4002;222,04989999999998
1084;348,64849999999996;273,4002;223,04989999999998
1085;348,64849999999996;273,9006;223,04989999999998
1086;348,64849999999996;274,32025;223,04989999999998
1087;349,649;274,5618;225,0308
1088;349,649;274,9007;225,0308
1089;349,649;275,5664;225,0308
1090;349,649;275,8974;225,0308
1091;350,6482;276,06194999999997;226,03109999999998
1092;351,3675;276,48525;226,03109999999998
1093;351,6495;277,06215;227,0314
1094;352,36769999999996;277,4855;227,0314
1095;352,36769999999996;277,56225;227,0314
1096;352,64959999999996;278,06205;227,051
1097;352,64959999999996;278,5626;228,0511
1098;353,36789999999996;278,5626;228,0511
1099;353,6495;279,5629;228,0511
1100;353,6495;279,6724;229,0513
1101;354,3787;279,6724;229,0513
1102;354,3787;280,06295;229,0513
1103;354,3787;280,67255;229,0513
1104;355,38;280,67255;230,0514
1105;356,3803;280,67255;230,0514
1106;356,3803;281,56325;230,0514
1107;357,3805;281,6726;231,05159999999998
1108;357,3805;282,06325;231,05159999999998
1109;357,3805;282,49205;232,0522
1110;358,3807;282,49205;232,0522
1111;359,3809;283,0637;232,0522
1112;360,3812;283,4925;233,8834
1113;360,3812;283,4925;234,033
1114;361,3814;283,5637;234,0521
1115;362,3816;283,5637;234,0521
1116;364,3929;284,49275;234,0521
1117;364,3929;284,49275;235,0523
1118;364,3929;284,99285;235,0523
1119;365,39349999999996;285,49275;235,0523
1120;366,3934;285,9927;235,0523
1121;366,3934;285,9927;236,0527
1122;366,3934;286,49285;236,0527
1123;366,3934;286,99325;236,0528
1124;366,3934;286,99325;237,05319999999998
1125;367,3936;287,49325;237,05319999999998
1126;367,3936;287,99334999999996;237,05329999999998
1127;367,3936;288,49345;238,05319999999998
1128;367,3936;288,49345;238,05319999999998
1129;368,3939;289,4937;238,05319999999998
1130;368,3939;290,00239999999997;239,05349999999999
1131;368,3939;290,00239999999997;239,05349999999999
1132;368,3939;290,5026;239,05349999999999
1133;369,39419999999996;290,9996;240,0348
1134;369,39419999999996;290,9996;240,0348
1135;369,39419999999996;291,49989999999997;241,03449999999998
1136;370,39459999999997;291,49989999999997;241,0539
1137;371,3948;291,99985;241,0539
1138;371,3948;292,4998;241,0539
1139;371,3948;293,00005;241,0539
1140;372,395;293,5002;242,0544
1141;372,395;293,5002;242,0544
1142;373,3623;293,5002;242,0544
1143;373,3623;294,50034999999997;242,0544
1144;374,3556;294,50034999999997;243,0545
1145;374,3556;294,50034999999997;243,0545
1146;374,3556;295,00085;243,0545
1147;375,35609999999997;295,50104999999996;243,0545
1148;375,35609999999997;296,0011;243,0545
1149;376,356;297,0013;244,0546
1150;376,356;297,0013;244,0546
1151;377,35609999999997;297,5014;244,0546
1152;378,3562;298,00149999999996;244,0546
1153;378,3562;298,00149999999996;245,05499999999998
1154;380,35659999999996;298,50169999999997;245,05499999999998
1155;380,35659999999996;299,0018;245,05499999999998
1156;381,3569;299,0018;246,05509999999998
1157;381,3569;299,0018;246,05509999999998
1158;381,3569;300,0109;246,05509999999998
1159;382,3571;300,0109;246,05509999999998
1160;382,3571;300,1405;247,0555
1161;382,3571;301,00804999999997;247,0555
1162;382,3571;301,00804999999997;247,0555
1163;383,358;301,13765;247,0555
1164;383,8875;301,508;248,0556
1165;384,417;302,13775;248,0556
1166;384,417;302,6379;248,0556
1167;384,417;304,13829999999996;248,0556
1168;385,40999999999997;304,63829999999996;249,0557
1169;385,40999999999997;304,70245;249,0557
1170;386,4103;305,13845;249,0557
1171;386,4103;305,63855;250,05589999999998
1172;386,4103;306,13874999999996;250,05589999999998
1173;387,4108;306,64315;251,0561
1174;387,4108;306,70715;251,0561
1175;387,4108;307,64459999999997;251,0561
1176;388,4108;308,145;251,0561
1177;388,4108;308,20905;252,05669999999998
1178;389,411;308,645;252,05669999999998
1179;389,411;309,14504999999997;252,05669999999998
1180;389,411;309,14504999999997;253,05669999999998
1181;389,411;309,6452;253,05669999999998
1182;389,411;309,6452;253,05669999999998
1183;389,411;309,6452;254,0571
1184;390,4112;310,51025;254,0571
1185;390,4112;311,0201;254,0571
1186;391,41139999999996;311,0201;254,0571
1187;391,41139999999996;311,65105;255,0571
1188;392,4117;312,5161;255,0571
1189;392,4117;313,01615;255,0571
1190;392,4117;313,51635;255,0571
1191;392,4117;314,5165;255,0571
1192;393,429;314,5165;255,0571
1193;393,429;314,5165;256,05719999999997
1194;393,429;315,0166;256,05719999999997
1195;393,429;315,51675;256,05719999999997
1196;394,4233;316,01685;256,05719999999997
1197;394,4233;316,51695;257,0577
1198;394,4233;317,5172;257,0577
1199;395,42339999999996;317,5172;257,0577
1200;395,42339999999996;318,5174;258,0578
1201;395,42339999999996;319,0175;258,0578
1202;395,42339999999996;319,0175;258,0578
1203;396,42359999999996;320,0179;259,058
1204;396,42359999999996;320,52655;259,058
1205;397,42379999999997;321,0235;259,058
1206;397,42379999999997;321,52355;259,058
1207;398,424;321,52355;259,058
1208;398,424;321,52355;260,05809999999997
1209;398,424;322,5241;260,05809999999997
1210;399,4241;322,5241;260,05809999999997
1211;399,4241;323,02395;260,05809999999997
1212;400,4246;323,52395;261,0584
1213;400,4246;323,52395;261,0584
1214;400,4246;323,52395;261,0584
1215;401,4247;324,5243;262,05879999999996
1216;401,4247;324,5243;262,05879999999996
1217;402,42449999999997;324,5243;262,05879999999996
1218;402,42449999999997;325,02434999999997;263,05899999999997
1219;403,42499999999995;325,52445;263,05899999999997
1220;403,42499999999995;325,52445;263,05899999999997
1221;404,4445;326,02459999999996;264,0593
1222;404,4445;326,52475;264,0593
1223;404,4445;327,02484999999996;265,0595
1224;404,4445;327,02484999999996;265,0595
1225;405,4364;328,0247;265,0595
1226;405,4364;328,02504999999996;265,0595
1227;406,4368;328,02504999999996;266,0598
1228;406,4368;329,02529999999996;266,0598
1229;406,4368;329,02529999999996;266,0598
1230;407,4369;329,525;266,0598
1231;407,4369;330,0256;267,06
1232;407,4369;330,0256;267,06
1233;407,4369;330,53475;267,06
1234;408,4373;331,03454999999997;268,06
1235;409,4375;331,0745;268,06
1236;409,4375;332,0747;268,06
1237;410,4377;332,0747;269,0603
1238;410,4377;332,1313;269,0603
1239;410,4377;332,5747;269,0603
1240;411,43789999999996;333,07495;269,0603
1241;411,43789999999996;333,07495;270,0604
1242;412,1015;333,57505;270,0604
1243;412,4384;334,07495;271,0607
1244;413,4563;334,3438;271,0607
1245;413,4563;334,57509999999996;271,0607
1246;414,102;334,57509999999996;271,0607
1247;415,1024;335,07525;272,061
1248;415,1024;336,34465;272,061
1249;416,1024;336,53245;272,061
1250;418,1029;336,53245;273,0611
1251;418,1029;337,03254999999996;273,0611
1252;420,1033;338,0328;273,0611
1253;420,1033;338,0328;274,06149999999997
1254;421,1035;338,0328;274,06149999999997
1255;421,1035;338,28855;275,0617
1256;421,1035;339,03305;275,0617
1257;421,1035;339,03305;275,0617
1258;421,1035;339,53305;275,0617
1259;422,1038;340,03319999999997;276,062
1260;422,1038;340,03319999999997;276,062
1261;423,1042;341,0423;276,062
1262;423,1042;341,0423;276,062
1263;423,1042;341,0766;277,06239999999997
1264;423,1042;341,78905;277,06239999999997
1265;424,1042;342,07689999999997;277,06239999999997
1266;424,1042;342,75165;277,06239999999997
1267;425,1046;343,03929999999997;277,06239999999997
1268;425,1046;343,03929999999997;278,0623
1269;425,1046;343,53929999999997;278,0623
1270;426,1047;344,53929999999997;278,0623
1271;426,1047;344,53929999999997;279,06239999999997
1272;426,1047;345,03974999999997;279,06239999999997
1273;426,1047;345,53954999999996;279,06239999999997
1274;427,1049;346,03999999999996;279,06239999999997
1275;427,1049;346,5399;280,0627
1276;427,1049;347,03999999999996;280,0627
1277;428,1051;347,54005;280,0627
1278;428,1051;347,54005;280,0627
1279;428,1051;348,04015;281,0625
1280;429,1054;348,54019999999997;281,0625
1281;429,1054;348,54019999999997;281,0625
1282;429,1054;349,07835;282,063
1283;429,1054;349,29064999999997;282,063
1284;430,1056;350,07865;282,063
1285;430,1056;350,07865;283,06329999999997
1286;431,1054;351,0789;283,06329999999997
1287;431,1054;351,5789;283,06329999999997
1288;432,10609999999997;351,5789;284,0638
1289;432,10609999999997;351,82335;284,0638
1290;432,92879999999997;352,57935;284,0638
1291;433,92949999999996;352,57935;284,0638
1292;435,9294;353,07935;284,0638
1293;435,9294;353,57919999999996;285,0638
1294;436,91999999999996;354,07939999999996;285,0638
1295;436,91999999999996;354,5797;285,0638
1296;436,91999999999996;354,5797;286,0639
1297;436,91999999999996;355,07975;286,0639
1298;437,93;355,07975;286,0639
1299;438,9296;356,07995;287,0646
1300;438,9296;356,07995;287,0646
1301;438,9296;356,07995;287,0646
1302;439,93059999999997;357,0802;287,0646
1303;439,93059999999997;357,0802;288,0645
1304;439,93059999999997;357,5802;288,0645
1305;440,9305;358,08035;289,06469999999996
1306;440,9305;358,58054999999996;289,06469999999996
1307;440,9305;359,08065;289,06469999999996
1308;440,9305;359,58074999999997;290,0648
1309;440,9305;359,61314999999996;290,0648
1310;441,9312;359,61314999999996;290,0648
1311;441,9312;360,61334999999997;290,0648
1312;442,931;360,61334999999997;291,065
1313;442,931;360,97965;291,065
1314;442,931;361,61375;292,0655
1315;443,9316;361,97995;292,0655
1316;443,9316;362,48024999999996;292,0655
1317;444,9314;362,72695;293,0655
1318;444,9314;363,1366;293,0655
1319;445,9312;363,48015;293,0655
1320;445,9312;363,48015;293,0655
1321;446,9314;364,22724999999997;294,066
1322;446,9314;364,48069999999996;294,066
1323;447,93199999999996;364,9808;295,0659
1324;447,93199999999996;365,4808;295,0659
1325;448,10949999999997;365,4808;295,0659
1326;448,10949999999997;365,98085;296,0662
1327;449,1097;366,58225;296,0662
1328;449,1097;367,08245;297,06669999999997
1329;449,1097;367,58259999999996;297,06669999999997
1330;450,10999999999996;367,58259999999996;297,06669999999997
1331;451,11019999999996;368,58299999999997;297,06669999999997
1332;451,11019999999996;368,58299999999997;297,06669999999997
1333;451,11019999999996;369,1353;298,06669999999997
1334;452,11039999999997;369,6353;298,06669999999997
1335;452,11039999999997;370,13534999999996;298,06669999999997
1336;452,9333;370,13534999999996;298,06669999999997
1337;453,11089999999996;370,13534999999996;298,06669999999997
1338;453,11089999999996;371,1436;299,0669
1339;454,11089999999996;371,1436;300,0671
1340;454,11089999999996;371,1436;300,0671
1341;455,11129999999997;371,1436;300,0671
1342;456,11129999999997;371,63545;300,0671
1343;456,11129999999997;372,1353;301,0673
1344;457,11159999999995;372,1353;301,0673
1345;457,9343;372,6355;301,0673
1346;457,9343;373,1359;301,0673
1347;458,93449999999996;373,1359;301,0673
1348;461,5449;373,1359;302,0679
1349;462,54499999999996;374,13604999999995;302,0679
1350;462,54499999999996;374,63615;302,0679
1351;462,54499999999996;374,63615;302,0679
1352;463,56359999999995;375,6364;303,0679
1353;463,56359999999995;375,6364;303,0679
1354;464,55649999999997;375,6364;303,0679
1355;464,55649999999997;376,13665;303,0679
1356;464,55649999999997;376,63694999999996;304,06809999999996
1357;465,55699999999996;377,13705;304,06809999999996
1358;465,55699999999996;377,13705;304,06809999999996
1359;465,55699999999996;378,13689999999997;305,06899999999996
1360;466,5573;378,13689999999997;305,6775
1361;466,5573;378,63705;305,6775
1362;466,9364;379,03915;305,6775
1363;467,5575;379,13739999999996;306,59159999999997
1364;467,5575;380,5924;306,59159999999997
1365;467,9366;381,13815;307,5922
1366;468,5574;382,0401;307,5922
1367;468,5574;382,0401;307,5922
1368;469,55769999999995;382,0401;307,5922
1369;469,55769999999995;383,0404;308,59209999999996
1370;471,5582;383,0404;308,59209999999996
1371;471,5582;383,59265;308,59209999999996
1372;472,5584;383,63835;308,59209999999996
1373;472,5584;384,1387;308,59209999999996
1374;472,5584;384,83315;309,59229999999997
1375;472,5584;384,83315;309,59229999999997
1376;472,5584;385,24674999999996;309,59229999999997
1377;473,577;385,83324999999996;309,59229999999997
1378;473,577;386,2469;310,5927
1379;473,577;386,4935;310,5927
1380;473,577;386,78785;310,5927
1381;473,577;387,4607;311,5928
1382;474,56989999999996;387,4607;311,5928
1383;474,56989999999996;387,48949999999996;311,5928
1384;475,5705;388,4651;311,5928
1385;476,5704;388,8341;312,5933
1386;476,5704;389,46535;312,5933
1387;476,5704;389,5517;312,5933
1388;477,57059999999996;389,83414999999997;312,5933
1389;477,57059999999996;390,4656;312,5933
1390;478,5711;390,55195;313,5935
1391;478,5711;390,55195;313,5935
1392;478,5711;390,55195;313,5935
1393;478,9511;390,55195;313,5935
1394;479,5712;391,5524;314,5934
1395;479,5712;391,5524;314,5934
1396;479,9507;392,05255;315,6108
1397;480,9513;392,05255;315,6108
1398;480,9513;392,5525;315,6108
1399;481,953;393,0525;316,6048
1400;481,97409999999996;393,0525;317,6054
1401;481,97409999999996;394,05285;317,6054
1402;482,57169999999996;394,05285;317,6054
1403;482,96439999999996;394,55295;318,6054
1404;483,589;394,55295;318,6054
1405;483,589;395,05295;318,6054
1406;484,5831;395,8356;318,6054
1407;484,5831;396,3357;319,6058
1408;485,5836;396,83574999999996;319,6058
1409;485,5836;397,0535;320,60589999999996
1410;486,5836;397,0535;320,60589999999996
1411;487,58389999999997;397,8361;320,60589999999996
1412;487,58389999999997;398,05365;321,606
1413;488,5841;398,55375;322,6063
1414;489,58419999999995;398,55375;322,6063
1415;489,58419999999995;399,554;322,6063
1416;489,58419999999995;399,554;323,6067
1417;490,5847;401,05424999999997;323,6067
1418;491,5848;401,5653;324,60679999999996
1419;491,5848;402,06555;324,60679999999996
