Number of segments;Max;Median;Min
255;50,020599999999995;37,0085;33,007
256;51,0209;37,058;33,007
257;51,0209;37,911899999999996;33,007
258;51,0209;37,911899999999996;34,0068
259;51,0209;38,00825;34,0068
260;52,021;38,00855;34,0068
261;52,021;38,018899999999995;34,0068
262;52,021;38,235549999999996;34,0068
263;53,0212;38,4659;34,0068
264;53,0212;38,7144;34,0068
265;53,0212;39,00835;35,007
266;54,021499999999996;39,0087;35,007
267;54,021499999999996;39,019149999999996;35,007
268;54,021499999999996;39,05605;35,007
269;54,021499999999996;39,714549999999996;35,007
270;55,021699999999996;39,714549999999996;36,007799999999996
271;55,021699999999996;40,008649999999996;36,007799999999996
272;55,021699999999996;40,0088;36,007799999999996
273;55,021699999999996;40,0195;36,007799999999996
274;55,021699999999996;40,46655;36,007799999999996
275;55,021699999999996;40,5622;36,007799999999996
276;56,022299999999994;41,0089;36,007999999999996
277;56,022299999999994;41,00895;37,0074
278;56,022299999999994;41,0094;37,0074
279;56,022299999999994;41,031;37,0074
280;57,0222;41,562;37,0074
281;57,0222;41,913799999999995;37,0074
282;58,0225;42,00925;37,0083
283;58,0225;42,00935;38,0077
284;59,0226;42,009499999999996;38,0077
285;59,0226;42,162949999999995;38,0077
286;59,0226;42,715399999999995;38,0077
287;59,0226;43,009299999999996;38,0077
288;60,0228;43,00955;38,0077
289;60,0228;43,00975;38,0089
290;60,0228;43,03885;39,0083
291;60,0228;43,46335;39,0083
292;61,0231;44,0092;39,0083
293;61,0231;44,00965;39,0083
294;61,0231;44,00965;39,0083
295;61,0231;44,019549999999995;39,0085
296;61,0231;44,16395;40,0081
297;62,0233;44,5745;40,0081
298;62,0233;44,9154;40,0081
299;62,0233;45,0071;40,0081
300;62,0233;45,0103;40,0081
301;63,023199999999996;45,0353;40,0088
302;63,023199999999996;45,71595;41,0085
303;63,023199999999996;46,0072;41,0085
304;63,023199999999996;46,01005;41,0085
305;63,023199999999996;46,0102;41,0085
306;64,0239;46,018299999999996;41,0085
307;64,0239;46,3336;41,0092
308;64,0239;46,9158;41,0092
309;64,0239;47,0103;42,0088
310;64,0239;47,0104;42,0088
311;65,024;47,01065;42,0088
312;65,024;47,1519;42,009499999999996
313;65,024;47,75615;42,009499999999996
314;66,0244;48,01065;42,009499999999996
315;66,0244;48,01105;42,009499999999996
316;66,0244;48,015249999999995;43,0089
317;66,0244;48,151849999999996;43,0096
318;67,0245;48,5952;43,0096
319;67,0245;49,0105;43,0096
320;67,0245;49,0255;43,0096
321;67,0245;49,151849999999996;43,0096
322;67,0245;49,5556;44,0091
323;67,0245;49,59545;44,0098
324;68,0245;49,59545;44,0098
325;68,0245;50,011199999999995;44,0098
326;68,0245;50,016;44,0098
327;68,0245;50,5559;44,0098
328;68,0245;50,5956;45,009299999999996
329;68,0245;51,00595;45,0101
330;68,0245;51,01135;45,0102
331;68,0245;51,01605;45,0102
332;69,0247;51,555949999999996;45,0102
333;69,0247;51,71715;45,0102
334;69,0247;52,011199999999995;46,0104
335;70,0251;52,011599999999994;46,0104
336;70,0251;52,0119;46,0104
337;70,0251;52,0445;46,0104
338;70,0251;52,175999999999995;46,0104
339;70,0251;52,7176;47,0106
340;70,0251;53,01175;47,0106
341;71,0252;53,0119;47,0106
342;71,0252;53,0164;47,0106
343;71,0252;53,5565;47,0106
344;72,0256;53,915099999999995;48,0104
345;72,0256;54,011649999999996;48,0104
346;72,0256;54,0121;48,0104
347;72,0256;54,012299999999996;48,0104
348;72,0256;54,9597;48,0104
349;73,02579999999999;55,01135;48,0104
350;73,02579999999999;55,012;48,0104
351;73,02579999999999;55,0124;49,0106
352;73,0915;55,016949999999994;49,0106
353;74,0259;55,95565;49,010999999999996
354;74,0259;56,01125;49,010999999999996
355;75,02629999999999;56,01195;49,010999999999996
356;75,02629999999999;56,02135;49,010999999999996
357;75,02629999999999;56,9204;49,010999999999996
358;75,02629999999999;57,00725;50,011199999999995
359;76,0264;57,01175;50,0113
360;76,0264;57,01265;50,0113
361;76,092;57,042249999999996;50,0113
362;77,0266;57,450399999999995;50,0113
363;77,0266;57,9159;50,0113
364;77,0923;58,01595;50,0113
365;78,0264;58,0453;51,011399999999995
366;78,0264;58,689949999999996;51,011399999999995
367;78,0264;58,689949999999996;51,011399999999995
368;78,0264;59,012449999999994;51,011399999999995
369;78,0264;59,012449999999994;51,011399999999995
370;78,0927;59,047399999999996;52,011599999999994
371;79,0266;59,83945;52,011599999999994
372;79,0266;60,012899999999995;52,0117
373;79,09259999999999;60,013549999999995;52,0117
374;79,09259999999999;60,0182;52,0117
375;80,0272;60,17905;52,0117
376;80,0924;61,00825;53,0118
377;80,0924;61,0136;53,0122
378;81,0274;61,0136;53,0122
379;81,0274;61,01415;53,0122
380;81,0292;61,366099999999996;53,0122
381;81,11149999999999;62,01305;53,0122
382;82,0277;62,013799999999996;53,0122
383;82,0277;62,0483;54,012
384;83,0281;62,154999999999994;54,012
385;84,0281;62,154999999999994;54,012
386;84,0281;62,9218;54,012
387;84,0281;63,01445;54,012
388;85,0285;63,01905;55,0124
389;85,0285;63,01905;55,0124
390;85,0285;63,366499999999995;55,0124
391;86,0287;64,01405;55,0124
392;86,0287;64,01435;55,0124
393;86,0287;64,0193;55,0124
394;86,1948;64,15554999999999;56,012499999999996
395;86,1948;65,01365;56,012499999999996
396;87,0289;65,01384999999999;56,012499999999996
397;87,0303;65,01505;56,012499999999996
398;88,0289;65,1805;56,012499999999996
399;88,0289;66,0142;56,012499999999996
400;88,0292;66,01469999999999;57,0128
401;89,0292;66,0148;57,0128
402;89,0292;66,01535;57,0128
403;89,0292;66,7833;57,0128
404;89,0292;67,0149;57,0128
405;89,0292;67,01535;57,0128
406;90,02929999999999;67,0157;58,012899999999995
407;90,0295;67,18095;58,012899999999995
408;91,0295;68,01495;58,012899999999995
409;91,0295;68,01535;58,012899999999995
410;91,0295;68,045;58,012899999999995
411;91,02969999999999;68,18105;58,012899999999995
412;92,0298;68,50035;59,013099999999994
413;92,0298;68,7841;59,013099999999994
414;92,0299;69,0155;59,013099999999994
415;92,0299;69,1813;59,013099999999994
416;92,0299;69,1813;59,013099999999994
417;93,03009999999999;69,36565;60,013299999999994
418;93,0304;70,01595;60,013299999999994
419;93,0304;70,04955;60,013299999999994
420;94,0304;70,3667;60,013299999999994
421;94,0304;70,52794999999999;60,013299999999994
422;94,0304;71,0157;61,0135
423;95,0304;71,02095;61,0135
424;95,0308;71,05;61,0135
425;96,0307;71,52815;61,0135
426;96,0307;72,0158;61,0135
427;96,0308;72,02205;61,0135
428;96,0308;72,15729999999999;62,013799999999996
429;97,0309;72,3095;62,013799999999996
430;97,03099999999999;73,01635;62,013799999999996
431;97,03099999999999;73,02114999999999;62,013799999999996
432;97,03099999999999;73,1575;62,013799999999996
433;98,0311;73,30995;62,013799999999996
434;98,0311;74,01575;62,013799999999996
435;98,0311;74,01675;63,0139
436;98,0312;74,02145;63,0139
437;99,0312;74,3102;63,0139
438;99,0312;75,0119;63,0139
439;99,03139999999999;75,0119;63,0139
440;100,03179999999999;75,0168;64,01429999999999
441;100,03179999999999;75,451;64,01429999999999
442;100,03179999999999;76,012;64,01429999999999
443;100,03179999999999;76,01684999999999;64,01429999999999
444;101,0317;76,017;64,01429999999999
445;101,0319;76,15365;64,01429999999999
446;101,0319;76,81394999999999;64,0144
447;102,0316;77,0168;65,0145
448;102,03229999999999;77,02935;65,0145
449;103,03229999999999;77,02935;65,0145
450;104,03269999999999;77,61375;65,0145
451;104,03269999999999;77,81604999999999;65,0145
452;104,03269999999999;78,01765;66,0146
453;104,0735;78,1574;66,0146
454;105,03269999999999;78,8128;66,0146
455;105,03269999999999;79,0174;66,0146
456;105,0676;79,01765;67,00569999999999
457;105,0676;79,0188;67,015
458;105,0676;79,4517;67,015
459;106,0328;79,6105;67,015
460;106,06819999999999;80,01774999999999;68,0059
461;106,06819999999999;80,01809999999999;68,0059
462;107,0333;81,0175;68,0151
463;107,0333;81,0175;68,0151
464;107,0683;81,0179;68,0151
465;107,0683;81,81555;69,0063
466;108,03359999999999;82,01805;69,0063
467;109,0337;82,0183;69,0153
468;109,0337;82,01865;69,0153
469;110,03389999999999;83,0182;70,00659999999999
470;110,03389999999999;83,0182;70,00659999999999
471;110,03389999999999;83,01854999999999;70,00659999999999
472;111,0341;83,01854999999999;70,00659999999999
473;111,0341;83,02005;70,00659999999999
474;111,0341;84,01835;71,00659999999999
475;111,0341;84,01835;71,00659999999999
476;112,0343;84,01835;71,00659999999999
477;113,0345;84,01989999999999;71,00659999999999
478;114,03479999999999;85,01859999999999;71,0158
479;115,0349;85,01859999999999;71,0158
480;116,0351;85,01905;72,0071
481;116,0351;85,01915;72,0071
482;117,0354;85,8177;72,0071
483;117,0354;86,01899999999999;72,0071
484;118,0358;86,01899999999999;73,0071
485;119,03559999999999;86,51925;73,0071
486;119,03559999999999;87,01915;73,0071
487;119,03559999999999;87,01915;73,0071
488;120,0362;87,01915;73,0071
489;120,0362;87,82244999999999;73,0071
490;121,0362;88,01935;73,0071
491;121,0362;88,01944999999999;74,0073
492;121,0362;88,01944999999999;74,0073
493;122,03649999999999;88,01995;74,0073
494;122,03649999999999;89,01989999999999;74,0073
495;123,03659999999999;89,01989999999999;74,0165
496;123,03659999999999;89,01989999999999;75,0075
497;124,03739999999999;89,51984999999999;75,0075
498;124,03739999999999;90,01554999999999;75,0075
499;124,03739999999999;90,01975;75,0075
500;124,03739999999999;90,02005;75,0168
501;125,0372;91,01565;75,0168
502;125,0372;91,01565;75,0168
503;125,0372;91,02;76,0078
504;127,0377;91,02024999999999;76,0078
505;128,0382;91,02085;76,017
506;128,0382;91,02244999999999;76,017
507;128,0382;92,0206;76,017
508;129,03799999999998;92,0208;77,008
509;129,03799999999998;92,02234999999999;77,0172
510;129,03799999999998;92,0268;77,0172
511;129,03799999999998;93,02064999999999;77,0172
512;130,0385;93,02669999999999;77,0172
513;130,0385;93,47484999999999;78,01769999999999
514;130,0385;93,9691;78,01769999999999
515;131,0384;94,02125;78,01769999999999
516;131,0384;94,02695;78,01769999999999
517;132,03889999999998;94,28949999999999;78,01769999999999
518;133,03889999999998;94,28949999999999;79,0086
519;133,03889999999998;95,02714999999999;79,0179
520;133,03889999999998;95,2898;79,0179
521;133,03889999999998;95,73205;79,0179
522;133,03889999999998;96,0209;79,0179
523;133,03889999999998;96,02735;79,0179
524;133,03889999999998;96,28989999999999;80,0086
525;133,03889999999998;96,28989999999999;80,0086
526;134,0386;97,03155;80,0178
527;134,0386;97,03155;80,0178
528;134,0386;97,03155;80,0178
529;134,0386;97,55715;81,009
530;135,0392;98,02605;81,009
531;135,0392;98,02605;81,009
532;136,0394;98,0629;81,01809999999999
533;136,0394;98,78425;82,00909999999999
534;136,0394;99,02584999999999;82,00909999999999
535;136,0394;99,02584999999999;82,00909999999999
536;137,03979999999999;99,06139999999999;82,00909999999999
537;137,03979999999999;99,5934;82,00909999999999
538;138,03979999999999;99,8307;83,0095
539;138,03979999999999;100,06155;83,0095
540;138,03979999999999;100,60164999999999;83,0095
541;138,03979999999999;100,83075;83,0095
542;138,03979999999999;101,78515;84,00959999999999
543;138,03979999999999;101,78515;84,00959999999999
544;138,03979999999999;101,8317;84,00959999999999
545;139,04;102,04285;84,00959999999999
546;139,04;102,54289999999999;84,00959999999999
547;139,04;102,78529999999999;84,00959999999999
548;140,0403;102,8313;84,00959999999999
549;140,0403;103,23675;85,0098
550;140,0403;103,9767;85,0098
551;140,0403;104,02289999999999;85,0098
552;141,04049999999998;104,02289999999999;85,0098
553;141,04049999999998;104,0589;85,0098
554;141,04049999999998;104,51254999999999;85,0098
555;142,0412;104,97685;86,0101
556;143,041;104,97685;86,0101
557;143,041;104,97685;86,0101
558;143,041;105,0611;86,0101
559;143,041;105,5124;86,0101
560;144,0412;106,02329999999999;86,0101
561;145,04139999999998;106,03025;87,0102
562;145,04139999999998;106,0633;87,0102
563;146,0416;106,97775;87,0102
564;146,0416;107,02805;87,0102
565;146,0416;107,06495;87,0102
566;147,0418;107,97789999999999;87,0102
567;147,0418;108,0242;88,01039999999999
568;148,04229999999998;108,03174999999999;88,01039999999999
569;148,04229999999998;108,69375;88,01039999999999
570;148,04229999999998;108,69375;88,01039999999999
571;148,04229999999998;109,02435;88,01039999999999
572;148,04229999999998;109,0316;88,01039999999999
573;149,04219999999998;109,27619999999999;89,0106
574;149,04219999999998;109,97824999999999;89,0106
575;149,04219999999998;109,97824999999999;89,0106
576;149,12279999999998;110,02815;89,0106
577;149,12279999999998;110,27624999999999;89,0106
578;149,12279999999998;110,9887;89,0106
579;150,1229;111,02499999999999;90,01089999999999
580;150,1229;111,02499999999999;90,01089999999999
581;151,0428;111,32175;90,01089999999999
582;152,1232;111,9845;90,01089999999999
583;152,1232;111,9845;90,01089999999999
584;152,1232;112,03229999999999;91,00139999999999
585;152,1232;112,14205;91,00139999999999
586;152,1232;112,98455;91,00139999999999
587;153,1234;113,0253;91,00139999999999
588;153,1234;113,02935;91,00139999999999
589;153,1234;113,02935;91,00139999999999
590;154,1409;113,56495;91,00139999999999
591;154,1409;114,48514999999999;92,011
592;155,0436;114,48514999999999;92,011
593;155,13479999999998;114,48894999999999;92,011
594;155,13479999999998;114,9853;92,011
595;156,04399999999998;114,9853;93,0114
596;156,04399999999998;115,48925;93,0114
597;157,0441;115,98525;93,0114
598;157,0441;116,029;93,0114
599;157,0441;116,98559999999999;94,0118
600;158,0446;117,02629999999999;94,0118
601;158,0446;117,0368;94,0118
602;159,0446;117,98575;94,0118
603;159,0446;118,0265;94,0118
604;160,0447;118,03474999999999;95,0123
605;160,0447;118,29809999999999;95,0123
606;160,0447;118,98594999999999;95,0123
607;160,0447;119,0345;95,0123
608;160,0447;119,1112;95,0123
609;161,0452;119,37419999999999;96,0118
610;161,0452;119,98635;96,0118
611;161,0452;120,11155;96,0118
612;161,13639999999998;120,56715;96,0118
613;162,04559999999998;120,99619999999999;96,0118
614;162,13649999999998;121,0355;97,01249999999999
615;163,1368;121,29905;97,01249999999999
616;163,1368;121,56784999999999;97,01249999999999
617;163,1368;121,99655;97,01249999999999
618;164,1575;122,2996;97,01249999999999
619;164,1575;122,30494999999999;98,01259999999999
620;165,1483;122,30494999999999;98,01259999999999
621;165,1483;122,76545;98,01259999999999
622;165,1483;123,0359;99,00319999999999
623;166,149;123,11255;99,00319999999999
624;166,149;123,3051;99,00319999999999
625;166,149;124,03625;99,00319999999999
626;167,1487;124,03625;99,00319999999999
627;167,1487;124,03625;100,0128
628;168,1491;124,30534999999999;100,0128
629;168,1491;125,0363;100,0128
630;168,1491;125,0363;101,0131
631;169,1491;125,0363;101,0131
632;169,1491;125,80114999999999;101,0131
633;169,1491;126,03649999999999;102,0051
634;169,1491;126,4529;102,0051
635;170,14939999999999;127,033;102,0051
636;170,14939999999999;127,033;102,0051
637;171,0472;127,23825;102,0051
638;171,1498;127,45335;102,0051
639;171,1498;127,65854999999999;103,0133
640;172,15;128,2389;103,0133
641;172,15;128,2389;103,0133
642;173,7104;128,9937;103,0133
643;173,7104;129,0289;103,0133
644;173,7104;129,30845;103,0133
645;173,7104;129,7887;104,0059
646;174,7022;130,0291;104,0059
647;174,7022;130,03835;104,0059
648;174,7022;130,4537;104,0059
649;175,7028;131,00334999999998;105,01389999999999
650;175,7028;131,3092;105,01389999999999
651;175,7028;131,5075;105,01389999999999
652;176,70329999999998;131,60305;105,01389999999999
653;176,70329999999998;131,9042;106,0064
654;177,70329999999998;132,8336;106,0064
655;177,70329999999998;132,8336;106,0064
656;177,70329999999998;132,8336;106,0064
657;177,70329999999998;133,33374999999998;106,0064
658;178,7034;133,83055;107,01429999999999
659;179,7037;133,83055;107,01429999999999
660;179,7037;134,33079999999998;107,01429999999999
661;180,70399999999998;135,03025;107,01429999999999
662;180,70399999999998;135,03025;107,01429999999999
663;180,70399999999998;135,03025;107,01429999999999
664;181,70409999999998;135,03025;108,0145
665;181,70409999999998;135,5101;108,0145
666;181,70409999999998;136,035;108,0145
667;183,7046;136,035;108,0145
668;183,7046;136,7797;108,0145
669;183,7046;137,03074999999998;108,0145
670;183,7046;137,04925;109,0054
671;183,7046;137,04925;109,0054
672;184,7051;138,0014;109,0054
673;184,7051;138,031;109,0054
674;184,7051;138,03539999999998;110,015
675;184,7051;138,11565;110,015
676;185,7051;139,00154999999998;110,015
677;185,7051;139,03119999999998;110,015
678;185,7051;139,0313;110,015
679;186,7055;139,4441;111,0578
680;186,7055;140,00175;111,0578
681;187,7055;140,03125;111,0578
682;187,7055;140,79614999999998;111,0578
683;188,70569999999998;140,79614999999998;112,01549999999999
684;188,70569999999998;141,01184999999998;112,01549999999999
685;188,70569999999998;141,11195;112,01549999999999
686;189,70589999999999;141,79225;112,01549999999999
687;189,70589999999999;142,02285;113,0581
688;190,70659999999998;142,04694999999998;113,0581
689;190,70659999999998;142,16185;113,0581
690;190,70659999999998;143,0319;114,01589999999999
691;190,70659999999998;143,08225;114,01589999999999
692;191,7065;143,08225;114,01589999999999
693;191,7065;144,0084;114,01589999999999
694;192,70669999999998;144,0822;115,06259999999999
695;192,70669999999998;144,19715;115,06259999999999
696;193,7069;145,00865;115,06259999999999
697;193,7069;145,1482;115,06259999999999
698;193,7069;145,19774999999998;116,00699999999999
699;194,7073;145,19774999999998;116,00699999999999
700;194,7073;146,0087;116,00699999999999
701;194,7073;146,1979;116,00699999999999
702;195,7073;146,63895;117,0166
703;195,7073;147,00895;117,0166
704;195,7073;147,0445;117,0166
705;196,7077;147,19844999999998;117,0166
706;196,7077;147,7938;118,00779999999999
707;196,7077;147,7938;118,00779999999999
708;196,7077;148,19825;118,00779999999999
709;196,7077;148,66305;118,00779999999999
710;197,7077;149,0524;119,0084
711;197,7077;149,17825;119,0084
712;197,7077;150,0376;119,0084
713;198,7079;150,0838;119,0084
714;198,7079;150,66344999999998;119,0084
715;198,7079;151,01395;120,008
